"SITENAME","Year","per_C","error_C","per_H","error_H","per_N","error_N","per_P","error_P"
"TS/Ph4","2011",17.27,0.171248695935032,0.817777777777778,0.0238988436012229,1.05666666666667,0.0181809692167044,0.00712798052028219,5.3394468796409e-05
"TS/Ph4","2012",16.53,0.150866863104635,0.863333333333333,0.0290881795677666,0.842222222222222,0.0175328369875634,0.0106082065524996,6.03601433572126e-05
"TS/Ph4","2013",15.0266666666667,0.00777777777777778,0.673333333333333,0.00222222222222222,0.696666666666667,0.000555555555555556,0.0130824063393239,0.000122208711543804
"TS/Ph4","2014",15.2566666666667,0.0530926281181656,0.753333333333333,0.00867805519545184,0.456666666666667,0.0279273749501262,0.0166238705926482,0.000310837179879847
"TS/Ph4","2015",15.11,0.117579760163048,0.98,0.00630989816200031,0.723333333333333,0.00949333749479726,0.0139248913419913,0.000339539559163257
"TS/Ph4","2016",15.24,0.0327165152540788,0.56,0.00481125224324688,0.85,0.00673575314054563,0.0222793448107448,0.000231521782977834
"TS/Ph4","2017a",9.46666666666667,2.59711449568626,0.503333333333333,0.03079201435678,0.663333333333333,0.0538860251243651,NA,NA
"TS/Ph4","2017b",14.28,0.0866666666666665,0.496666666666667,0.0138777733297742,0.543333333333333,0.0083887049280786,NA,NA
"TS/Ph4","2018",14.6066666666667,0.0442042118545168,0.536666666666667,0.00894082052190616,0.546666666666667,0.00433902759772592,0.00548026751322751,6.04471592269884e-05
"TS/Ph4","2019",14.94,0.0291706346507224,0.293333333333333,0.0098757715747951,0.533333333333333,0.00242161052418927,0.000410334490924344,7.46659631247213e-06
"TS/Ph4","2020",14.85,0.0550084168643847,0.506666666666667,0.00433902759772592,0.583333333333333,0.00626079314976925,0.00559450329395101,9.45151264210671e-05
"TS/Ph4","2021",15.5466666666667,0.0804232630186559,0.49,0.0163582576270394,0.743333333333333,0.0146986183948033,0.00648584156109724,0.000183964855979167
"TS/Ph4","2022",16.8033333333333,0.189008948772404,0.963333333333333,0.0361879524321917,0.746666666666667,0.00529966223009415,0.0176414669450056,0.000463537985183805
